,,,,,,,,,SUBNATION_NAME,NAME_CATEGORY_DESC,ELCODE,FAMILY,Scientific Name,Common Name,SNAME [ACIMS],ORIGIN,TreeTime,SeedTime,GCOMNAME,S_RANK,N_RANK,G_RANK,ORIGIN,CURRENT_PRESENCE_ABSENCE,TRACK_STATUS,,,,GNAME
,,,,,,,,,Alberta,Vascular Plant,PDOLE040D0,Oleaceae,Fraxinus pennsylvanica,green ash,Fraxinus pennsylvanica,Native,FALSE,FALSE,Green Ash,S2,N5,G5,Native,Present,"Track selected extant EOs (i.e., partial tracking)",,,,Fraxinus pennsylvanica
,,,,,,,,,Alberta,Vascular Plant,PMLIL0V0G0,Liliaceae,Fritillaria pudica,yellowbell,Fritillaria pudica,Native,FALSE,FALSE,Yellow Missionbells,S3,N4,G5,Native,Present,Do not track,,,,Fritillaria pudica
,,,,,,,,,Alberta,Vascular Plant,PDFUM01030,Fumariaceae,Fumaria officinalis,fumitory,Fumaria officinalis,Exotic,FALSE,FALSE,Drug Fumitory,SNA,NNA,G5,Exotic,Present,Do not track,,,,Fumaria officinalis
,,,K&S Growers,Medieval Manor Gardens,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Sunstar Nurseries Ltd.,Alberta,Vascular Plant,PDAST3Y030,Asteraceae,Gaillardia aristata,gaillardia,Gaillardia aristata,Native,FALSE,FALSE,Great Blanket-flower,S5,N5,G5,Native,Present,Do not track,,,,Gaillardia aristata
,,,,,,,,,Alberta,Vascular Plant,PMORC01010,Orchidaceae,Galearis rotundifolia,round-leaved orchid,Galearis rotundifolia,Native,FALSE,FALSE,Roundleaf Orchis,S5?,N5,G5,Native,Present,Do not track,,,,Amerorchis rotundifolia
,,,,,,,,,Alberta,Vascular Plant,PDLAM0J050,Lamiaceae,Galeopsis speciosa,yellow hemp-nettle,Galeopsis speciosa,Exotic,FALSE,FALSE,Edmonton Hempnettle,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Galeopsis speciosa
,,,,,,,,,Alberta,Vascular Plant,PDLAM0J060,Lamiaceae,Galeopsis tetrahit,hemp-nettle,Galeopsis tetrahit,Exotic,FALSE,FALSE,Brittle-stem Hempnettle,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Galeopsis tetrahit
,,,,,,,,,Alberta,Vascular Plant,PDAST3Z020,Asteraceae,Galinsoga quadriradiata,galinsoga,Galinsoga quadriradiata,Exotic,FALSE,FALSE,Fringed Quickweed,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Galinsoga quadriradiata
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N050,Rubiaceae,Galium aparine,cleavers,Galium aparine,Exotic,FALSE,FALSE,Catchweed Bedstraw,SNA,N5,G5,Exotic,Present,Do not track,,,,Galium aparine
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N090,Rubiaceae,Galium bifolium,two-leaved bedstraw,Galium bifolium,Native,FALSE,FALSE,Low Mountain Bedstraw,S1,N3N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Galium bifolium
,,,,,Medieval Manor Gardens,Bearberry Creek Greenhouse,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDRUB0N0B0,Rubiaceae,Galium boreale,northern bedstraw,Galium boreale,Native,FALSE,FALSE,Northern Bedstraw,S5,N5,G5,Native,Present,Do not track,,,,Galium boreale
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N160,Rubiaceae,Galium labradoricum,Labrador bedstraw,Galium labradoricum,Native,FALSE,FALSE,Bog Bedstraw,S4,N5,G5,Native,Present,Do not track,,,,Galium labradoricum
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N200,Rubiaceae,Galium spurium,false cleavers,Galium spurium,Exotic,FALSE,FALSE,False Cleavers,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Galium spurium
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N260,Rubiaceae,Galium trifidum,small bedstraw,Galium trifidum,Native,FALSE,FALSE,Small Bedstraw,S5,N5,G5,Native,Present,Do not track,,,,Galium trifidum
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N262,Rubiaceae,Galium trifidum ssp. trifidum,small bedstraw,Galium trifidum ssp. trifidum,Native,FALSE,FALSE,Small Bedstraw,S5,N5,G5T5,Native,Present,Do not track,,,,Galium trifidum ssp. trifidum
,,,,,,,,Prairie Flora Greenhouse,Alberta,Vascular Plant,PDRUB0N270,Rubiaceae,Galium triflorum,sweet-scented bedstraw,Galium triflorum,Native,FALSE,FALSE,Sweet-scent Bedstraw,S5,N5,G5,Native,Present,Do not track,,,,Galium triflorum
,,,,,,,,,Alberta,Vascular Plant,PDRUB0N2B0,Rubiaceae,Galium verum,yellow bedstraw,Galium verum,Exotic,FALSE,FALSE,Yellow Spring Bedstraw,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Galium verum
,,,,,,,,,Alberta,Vascular Plant,PDERI0F010,Ericaceae,Gaultheria hispidula,creeping snowberry,Gaultheria hispidula,Native,FALSE,FALSE,Creeping Snowberry,S4,N5,G5,Native,Present,Do not track,,,,Gaultheria hispidula
,,,,,,,,,Alberta,Vascular Plant,PDERI0F020,Ericaceae,Gaultheria humifusa,alpine wintergreen,Gaultheria humifusa,Native,FALSE,FALSE,Alpine Spicy Wintergreen,S3,N4,G5,Native,Present,Do not track,,,,Gaultheria humifusa
,,,,,,,,,Alberta,Vascular Plant,PDONA09070,Onagraceae,Gayophytum racemosum,racemose groundsmoke,Gayophytum racemosum,Native,FALSE,FALSE,Racemed Groundsmoke,S1,N2,G5,Native,Present,Track all extant and selected historical EOs,,,,Gayophytum racemosum
,,,,,,,,,Alberta,Vascular Plant,PDGEN06010,Gentianaceae,Gentiana affinis,prairie gentian,Gentiana affinis,Native,FALSE,FALSE,Prairie Gentian,S3,N4N5,G5,Native,Present,Do not track,,,,Gentiana affinis
,,,,,,,,,Alberta,Vascular Plant,PDGEN06090,Gentianaceae,Gentiana calycosa,mountain gentian,Gentiana calycosa,Native,FALSE,FALSE,Explorer's Gentian,S2,N3,G4,Native,Present,Track all extant and selected historical EOs,,,,Gentiana calycosa
,,,,,,,,,Alberta,Vascular Plant,PDGEN060Y0,Gentianaceae,Gentiana fremontii,marsh gentian,Gentiana fremontii,Native,FALSE,FALSE,Moss Gentian,S3,N2N3,G3G4,Native,Present,Track all extant and selected historical EOs,,,,Gentiana fremontii
,,,,,,,,,Alberta,Vascular Plant,PDGEN060E0,Gentianaceae,Gentiana glauca,alpine gentian,Gentiana glauca,Native,FALSE,FALSE,Glaucous Gentian,S4,N5,G5,Native,Present,Do not track,,,,Gentiana glauca
,,,,,,,,,Alberta,Vascular Plant,PDGEN06260,Gentianaceae,Gentiana lutea,yellow gentian,Gentiana lutea,Exotic,FALSE,FALSE,Yellow Gentian,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Gentiana lutea
,,,,,,,,,Alberta,Vascular Plant,PDGEN060M0,Gentianaceae,Gentiana prostrata,moss gentian,Gentiana prostrata,Native,FALSE,FALSE,Pygmy Gentian,S3,N4,G4G5,Native,Present,Do not track,,,,Gentiana prostrata
,,,,,,,,,Alberta,Vascular Plant,PDGEN07010,Gentianaceae,Gentianella amarella,felwort,Gentianella amarella,Native,FALSE,FALSE,Northern Gentian,S5,N5,G5,Native,Present,Do not track,,,,Gentianella amarella
,,,,,,,,,Alberta,Vascular Plant,PDGEN07011,Gentianaceae,Gentianella amarella ssp. acuta,felwort,Gentianella amarella ssp. acuta,Native,FALSE,FALSE,Autumn Dwarf Gentian,S5,N5,G5T5,Native,Present,Do not track,,,,Gentianella amarella ssp. acuta
,,,,,,,,,Alberta,Vascular Plant,PDGEN07050,Gentianaceae,Gentianella propinqua,four-parted gentian,Gentianella propinqua,Native,FALSE,FALSE,Four-part Gentian,S4,N5,G5,Native,Present,Do not track,,,,Gentianella propinqua
,,,,,,,,,Alberta,Vascular Plant,PDGEN07052,Gentianaceae,Gentianella propinqua ssp. propinqua,four-parted gentian,Gentianella propinqua ssp. propinqua,Native,FALSE,FALSE,Four-parted Gentian,S4,N5,G5T5,Native,Present,Do not track,,,,Gentianella propinqua ssp. propinqua
,,,,,,,,,Alberta,Vascular Plant,PDGEN08030,Gentianaceae,Gentianopsis detonsa,northern fringed gentian,Gentianopsis detonsa,Native,FALSE,FALSE,Sheared Gentian,S1,N4,G3G5,Native,Present,Do not track,,,,Gentianopsis detonsa
,,,,,,,,,Alberta,Vascular Plant,PDGEN08032,Gentianaceae,Gentianopsis detonsa ssp. raupii,northern fringed gentian,Gentianopsis detonsa ssp. raupii,Native,FALSE,FALSE,Raup's Fringed Gentian,S1,N1,G3G5T3T5,Native,Present,Track all extant and selected historical EOs,,,,Gentianopsis detonsa ssp. raupii
,,,,,,,,,Alberta,Vascular Plant,PDGEN08050,Gentianaceae,Gentianopsis macounii,Macoun's gentian,Gentianopsis macounii,Native,FALSE,FALSE,Macoun's Gentian,S3,N5,G5,Native,Present,Do not track,,,,Gentianopsis macounii
,,,,,,,,,Alberta,Vascular Plant,PDSAN04010,Santalaceae,Geocaulon lividum,northern bastard toadflax,Geocaulon lividum,Native,FALSE,FALSE,Northern Comandra,S5,N5,G5,Native,Present,Do not track,,,,Geocaulon lividum
,,,,,,,,,Alberta,Vascular Plant,PDGER02040,Geraniaceae,Geranium bicknellii,Bicknell's geranium,Geranium bicknellii,Native,FALSE,FALSE,Bicknell's Northern Crane's-bill,S5,N5,G5,Native,Present,Do not track,,,,Geranium bicknellii
,,,,,,,,,Alberta,Vascular Plant,PDGER02070,Geraniaceae,Geranium carolinianum,Carolina wild geranium,Geranium carolinianum,Native,FALSE,FALSE,Carolina Crane's-bill,S2,N4N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Geranium carolinianum
,,,,,,,,,Alberta,Vascular Plant,PDGER020U0,Geraniaceae,Geranium pratense,meadow crane's-bill,Geranium pratense,Exotic,FALSE,FALSE,Meadow Crane's-bill,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Geranium pratense
,,,,,,,,Arnica Wildflowers,Alberta,Vascular Plant,PDGER020Y0,Geraniaceae,Geranium richardsonii,wild white geranium,Geranium richardsonii,Native,FALSE,FALSE,Richardson's Geranium,S5,N5,G5,Native,Present,Do not track,,,,Geranium richardsonii
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDGER02170,Geraniaceae,Geranium viscosissimum,sticky purple geranium,Geranium viscosissimum,Native,FALSE,FALSE,Sticky Geranium,S3,N4N5,G5,Native,Present,Do not track,,,,Geranium viscosissimum
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDROS0S010,Rosaceae,Geum aleppicum,yellow avens,Geum aleppicum,Native,FALSE,FALSE,Yellow Avens,S5,N5,G5,Native,Present,Do not track,,,,Geum aleppicum
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDROS0S080,Rosaceae,Geum macrophyllum,large-leaved yellow avens,Geum macrophyllum,Native,FALSE,FALSE,Largeleaf Avens,S5,N5,G5,Native,Present,Do not track,,,,Geum macrophyllum
,,,,,,,,,Alberta,Vascular Plant,PDROS0S081,Rosaceae,Geum macrophyllum var. perincisum,large-leaved yellow avens,Geum macrophyllum var. perincisum,Native,FALSE,FALSE,Largeleaf Avens,S5,N5,G5T5,Native,Present,Do not track,,,,Geum macrophyllum var. perincisum
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDROS0S0D0,Rosaceae,Geum rivale,purple avens,Geum rivale,Native,FALSE,FALSE,Purple Avens,S5,N5,G5,Native,Present,Do not track,,,,Geum rivale
,,,,ALCLA,Medieval Manor Gardens,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDROS0S0F0,Rosaceae,Geum triflorum,three-flowered avens,Geum triflorum,Native,FALSE,FALSE,Prairie-smoke,S5,N5,G5,Native,Present,Do not track,,,,Geum triflorum
,,,,,,,,,Alberta,Vascular Plant,PDROS0S0F4,Rosaceae,Geum triflorum var. triflorum,three-flowered avens,Geum triflorum var. triflorum,Native,FALSE,FALSE,Prairie-smoke,SU,N5,G5T5,Native,Present,Do not track,,,,Geum triflorum var. triflorum
,,,,,,,,,Alberta,Vascular Plant,PDLAM0K010,Lamiaceae,Glechoma hederacea,ground ivy,Glechoma hederacea,Exotic,FALSE,FALSE,Ground-ivy,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Glechoma hederacea
,,,,,,,,,Alberta,Vascular Plant,PMPOA2Y030,Poaceae,Glyceria borealis,northern manna grass,Glyceria borealis,Native,FALSE,FALSE,Small Floating Mannagrass,S4,N5,G5,Native,Present,Do not track,,,,Glyceria borealis
,,,,,,,K&S Growers,BrettYoung,Alberta,Vascular Plant,PMPOA2Y060,Poaceae,Glyceria elata,tufted tall manna grass,Glyceria elata,Native,FALSE,FALSE,Tall Mannagrass,S3,N5,G5,Native,Present,Do not track,,,,Glyceria elata
,,,,,,,K&S Growers,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMPOA2Y080,Poaceae,Glyceria grandis,common tall manna grass,Glyceria grandis,Native,FALSE,FALSE,American Mannagrass,S5,N5,G5,Native,Present,Do not track,,,,Glyceria grandis
,,,,,,,,,Alberta,Vascular Plant,PMPOA2Y081,Poaceae,Glyceria grandis var. grandis,common tall manna grass,Glyceria grandis var. grandis,Native,FALSE,FALSE,American Mannagrass,S5,N5,G5T5,Native,Present,Do not track,,,,Glyceria grandis var. grandis
,,,,,,,,,Alberta,Vascular Plant,PMPOA2Y0G0,Poaceae,Glyceria pulchella,graceful manna grass,Glyceria pulchella,Native,FALSE,FALSE,Mackenzie Valley Mannagrass,S4,N4N5,G4G5,Native,Present,Do not track,,,,Glyceria pulchella
,,,,,,,K&S Growers,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMPOA2Y0K0,Poaceae,Glyceria striata,fowl manna grass,Glyceria striata,Native,FALSE,FALSE,Fowl Mannagrass,S5?,N5,G5,Native,Present,Do not track,,,,Glyceria striata
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDFAB1W020,Fabaceae,Glycyrrhiza lepidota,wild licorice,Glycyrrhiza lepidota,Native,FALSE,FALSE,Wild Licorice,S4,N5,G5,Native,Present,Do not track,,,,Glycyrrhiza lepidota
,,,,,,,,,Alberta,Vascular Plant,PDAST440H0,Asteraceae,Gnaphalium palustre,marsh cudweed,Gnaphalium palustre,Native,FALSE,FALSE,Western Marsh Cudweed,S3,N5,G5,Native,Present,Do not track,,,,Gnaphalium palustre
,,,,,,,,,Alberta,Vascular Plant,PDAST440S0,Asteraceae,Gnaphalium uliginosum,low cudweed,Gnaphalium uliginosum,Exotic,FALSE,FALSE,Low Cudweed,SNA,NNA,G5,Exotic,Present,Do not track,,,,Gnaphalium uliginosum
,,,,,,,,,Alberta,Vascular Plant,PMORC17010,Orchidaceae,Goodyera oblongifolia,rattlesnake plantain,Goodyera oblongifolia,Native,FALSE,FALSE,Giant Rattlesnake-plantain,S4,N5,G5,Native,Present,Do not track,,,,Goodyera oblongifolia
,,,,,,,,,Alberta,Vascular Plant,PMORC17030,Orchidaceae,Goodyera repens,lesser rattlesnake plantain,Goodyera repens,Native,FALSE,FALSE,Dwarf Rattlesnake-plantain,S5,N5,G5,Native,Present,Do not track,,,,Goodyera repens
,,,,,,,,,Alberta,Vascular Plant,PDSCR0R070,Scrophulariaceae,Gratiola neglecta,clammy hedge-hyssop,Gratiola neglecta,Native,FALSE,FALSE,Clammy Hedge-hyssop,S3,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Gratiola neglecta
,,,,,,,,,Alberta,Vascular Plant,PDAST470D0,Asteraceae,Grindelia hirsutula,hairy gumweed,Grindelia hirsutula,Native,FALSE,FALSE,Hairy Gumweed,S4S5,N2,G5,Native,Present,Do not track,,,,Grindelia hirsutula
,,,,,,ALCLA,Edmonton Native Plant Society,Prairie Flora Greenhouse,Alberta,Vascular Plant,PDAST470W0,Asteraceae,Grindelia squarrosa,curly-cup gumweed,Grindelia squarrosa,Native,FALSE,FALSE,Broadleaf Gumweed,S4S5,N5,G5,Native,Present,Do not track,,,,Grindelia squarrosa
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDAST4B040,Asteraceae,Gutierrezia sarothrae,broomweed,Gutierrezia sarothrae,Native,FALSE,FALSE,Broom Snakeweed,S5,N5,G5,Native,Present,Do not track,,,,Gutierrezia sarothrae
,,,,,,,,,Alberta,Vascular Plant,PPDRY0D020,Dryopteridaceae,Gymnocarpium disjunctum,western oak fern,Gymnocarpium disjunctum,Native,FALSE,FALSE,Pacific Oak Fern,S3,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Gymnocarpium disjunctum
,,,,,,,,,Alberta,Vascular Plant,PPDRY0D030,Dryopteridaceae,Gymnocarpium dryopteris,oak fern,Gymnocarpium dryopteris,Native,FALSE,FALSE,Northern Oak Fern,S5,N5,G5,Native,Present,Do not track,,,,Gymnocarpium dryopteris
,,,,,,,,,Alberta,Vascular Plant,PPDRY0D050,Dryopteridaceae,Gymnocarpium jessoense,northern oak fern,Gymnocarpium jessoense,Native,FALSE,FALSE,Northern Oak Fern,S2,N4,G5,Native,Present,Do not track,,,,Gymnocarpium jessoense
,,,,,,,,,Alberta,Vascular Plant,PPDRY0D051,Dryopteridaceae,Gymnocarpium jessoense ssp. parvulum,Nahanni oak fern,Gymnocarpium jessoense ssp. parvulum,Native,FALSE,FALSE,Nahanni Oak Fern,S2,N4,G5T4,Native,Present,Track all extant and selected historical EOs,,,,Gymnocarpium jessoense ssp. parvulum
,,,,,,,,,Alberta,Vascular Plant,PDCAR0A020,Caryophyllaceae,Gypsophila elegans,annual baby's-breath,Gypsophila elegans,Exotic,FALSE,FALSE,Showy Baby's-breath,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Gypsophila elegans
,,,,,,,,,Alberta,Vascular Plant,PDCAR0A040,Caryophyllaceae,Gypsophila paniculata,common baby's-breath,Gypsophila paniculata,Exotic,FALSE,FALSE,Tall Baby's-breath,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Gypsophila paniculata
,,,,,,,,,Alberta,Vascular Plant,PDCAR0A060,Caryophyllaceae,Gypsophila scorzonerifolia,pink baby's-breath,Gypsophila scorzonerifolia,Exotic,FALSE,FALSE,Garden Baby's-breath,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Gypsophila scorzonerifolia
,,,,,,,,,Alberta,Vascular Plant,PDBOR0G0B0,Boraginaceae,Hackelia deflexa,northern stickseed,Hackelia deflexa,Native,FALSE,FALSE,Northern Stickseed,S3,N5,G5,Native,Present,Do not track,,,,Hackelia deflexa
,,,,,,,,,Alberta,Vascular Plant,PDBOR0G0B1,Boraginaceae,Hackelia deflexa var. americana,nodding stickseed,Hackelia deflexa var. americana,Native,FALSE,FALSE,Northern Stickseed,S3,N5,G5T5,Native,Present,Do not track,,,,Hackelia deflexa var. americana
,,,,,,,,,Alberta,Vascular Plant,PDBOR0G0D0,Boraginaceae,Hackelia floribunda,large-flowered stickseed,Hackelia floribunda,Native,FALSE,FALSE,Davis Mountain Stickseed,S3,N5,G5,Native,Present,Do not track,,,,Hackelia floribunda
,,,,,,,,,Alberta,Vascular Plant,PDBOR0G0H0,Boraginaceae,Hackelia jessicae,Jessica's stickseed,Hackelia jessicae,Native,FALSE,FALSE,Blue Stickseed,S3,N4N5,G5,Native,Present,Do not track,,,,Hackelia micrantha
,,,,,,,,,Alberta,Vascular Plant,PDGEN09010,Gentianaceae,Halenia deflexa,spurred gentian,Halenia deflexa,Native,FALSE,FALSE,Spurred Gentian,S4,N5,G5,Native,Present,Do not track,,,,Halenia deflexa
,,,,,,,,,Alberta,Vascular Plant,PDLAM0M0P0,Lamiaceae,Hedeoma hispida,pennyroyal,Hedeoma hispida,Native,FALSE,FALSE,Rough False Pennyroyal,S3,N4N5,G5,Native,Present,Do not track,,,,Hedeoma hispida
,,,,,,ALCLA,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDFAB1Z010,Fabaceae,Hedysarum alpinum,alpine hedysarum,Hedysarum alpinum,Native,FALSE,FALSE,Alpine Sweet-vetch,S5,N5,G5,Native,Present,Do not track,,,,Hedysarum alpinum
,,,,,,ALCLA,K&S Growers,BrettYoung,Alberta,Vascular Plant,PDFAB1Z020,Fabaceae,Hedysarum boreale,northern hedysarum,Hedysarum boreale,Native,FALSE,FALSE,Boreal Sweet-vetch,S5,N5,G5,Native,Present,Do not track,,,,Hedysarum boreale
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDFAB1Z040,Fabaceae,Hedysarum sulphurescens,yellow hedysarum,Hedysarum sulphurescens,Native,FALSE,FALSE,Yellow Sweet-vetch,S5,N5,G5,Native,Present,Do not track,,,,Hedysarum sulphurescens
,,,,,,,,Prairie Flora Greenhouses,Alberta,Vascular Plant,PDAST4L030,Asteraceae,Helenium autumnale,sneezeweed,Helenium autumnale,Native,FALSE,FALSE,Common Sneezeweed,S3,N5,G5,Native,Present,Do not track,,,,Helenium autumnale
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDAST4N030,Asteraceae,Helianthus annuus,common annual sunflower,Helianthus annuus,Native,FALSE,FALSE,Common Sunflower,S4,N5,G5,Native,Present,Do not track,,,,Helianthus annuus
,,,,,,,,Prairie Flora Greenhouses,Alberta,Vascular Plant,PDAST4N0V0,Asteraceae,Helianthus maximilianii,narrow-leaved sunflower,Helianthus maximilianii,Exotic,FALSE,FALSE,Maximilian Sunflower,SNA,N5,G5,Exotic,Present,Do not track,,,,Helianthus maximiliani
,,,,,,ALCLA,Medieval Manor Gardens,Arnica Wildflowers,Alberta,Vascular Plant,PDAST4N100,Asteraceae,Helianthus nuttallii,common tall sunflower,Helianthus nuttallii,Native,FALSE,FALSE,Nuttall's Sunflower,S5,N5,G5,Native,Present,Do not track,,,,Helianthus nuttallii
,,,,,,,,,Alberta,Vascular Plant,PDAST4N104,Asteraceae,Helianthus nuttallii ssp. nuttallii,common tall sunflower,Helianthus nuttallii ssp. nuttallii,Native,FALSE,FALSE,Nuttall's Sunflower,SU,N5,G5T5,Native,Present,Do not track,,,,Helianthus nuttallii ssp. nuttallii
,,,,,,,,,Alberta,Vascular Plant,PDAST4N103,Asteraceae,Helianthus nuttallii ssp. rydbergii,common tall sunflower,Helianthus nuttallii ssp. rydbergii,Native,FALSE,FALSE,Rydberg's Sunflower,SU,N4,G5T5,Native,Present,Do not track,,,,Helianthus nuttallii ssp. rydbergii
,,,,,,ALCLA,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDAST4N1Q0,Asteraceae,Helianthus pauciflorus,stiff sunflower,Helianthus pauciflorus,Native,FALSE,FALSE,Stiff Sunflower,S3,N5,G5,Native,Present,Do not track,,,,Helianthus pauciflorus
,,,,,,,,,Alberta,Vascular Plant,PDAST4N1Q1,Asteraceae,Helianthus pauciflorus ssp. pauciflorus,stiff sunflower,Helianthus pauciflorus ssp. pauciflorus,Native,FALSE,FALSE,Stiff Sunflower,SU,NNR,G5T5?,Native,Present,Do not track,,,,Helianthus pauciflorus ssp. pauciflorus
,,,,,,,,,Alberta,Vascular Plant,PDAST4N1Q2,Asteraceae,Helianthus pauciflorus ssp. subrhomboideus,rhombic-leaved sunflower,Helianthus pauciflorus ssp. subrhomboideus,Native,FALSE,FALSE,Stiff Sunflower,SU,N5,G5T5,Native,Present,Do not track,,,,Helianthus pauciflorus ssp. subrhomboideus
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDAST4N140,Asteraceae,Helianthus petiolaris,prairie sunflower,Helianthus petiolaris,Native,FALSE,FALSE,Prairie Sunflower,S3,N5,G5,Native,Present,Do not track,,,,Helianthus petiolaris
,,,,,,,,,Alberta,Vascular Plant,PDAST4N142,Asteraceae,Helianthus petiolaris ssp. petiolaris,prairie sunflower,Helianthus petiolaris ssp. petiolaris,Native,FALSE,FALSE,Prairie Sunflower,S3,N5,G5T5,Native,Present,Do not track,,,,Helianthus petiolaris ssp. petiolaris
,,,,,,,,,Alberta,Vascular Plant,PDBOR0J080,Boraginaceae,Heliotropium curassavicum,spatulate-leaved heliotrope,Heliotropium curassavicum,Native,FALSE,FALSE,Seaside Heliotrope,S3,N4?,G5,Native,Present,Track all extant and selected historical EOs,,,,Heliotropium curassavicum
,,,,,,,,,Alberta,Vascular Plant,PDAST77010,Asteraceae,Helminthotheca echioides,bristly oxtongue,Helminthotheca echioides,Exotic,FALSE,FALSE,Bristly Oxtongue,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Picris echioides
,,,,,,,ALCLA,Arnica Wildflowers,Alberta,Vascular Plant,PDAPI15040,Apiaceae,Heracleum maximum,cow parsnip,Heracleum maximum,Native,FALSE,FALSE,Cow-parsnip,S5,N5,G5,Native,Present,Do not track,,,,Heracleum maximum
,,,,,,,,,Alberta,Vascular Plant,PDBRA1B010,Brassicaceae,Hesperis matronalis,dame's rocket,Hesperis matronalis,Exotic,FALSE,FALSE,Dame's Rocket,SNA,NNA,G4G5,Exotic,Present,Do not track,,,,Hesperis matronalis
,,,,,,ALCLA,K&S Growers,BrettYoung,Alberta,Vascular Plant,PMPOA5X080,Poaceae,Hesperostipa comata,needle-and-thread,Hesperostipa comata,Native,FALSE,FALSE,Needle-and-Thread,S5,N5,G5,Native,Present,Do not track,,,,Hesperostipa comata
,,,,,,,,,Alberta,Vascular Plant,PMPOA5X081,Poaceae,Hesperostipa comata ssp. comata,needle-and-thread,Hesperostipa comata ssp. comata,Native,FALSE,FALSE,Needle-and-Thread,SU,N5,G5T5,Native,Present,Do not track,,,,Hesperostipa comata ssp. comata
